id,name,year,description,alcohol_by_volume,oak,soil,min_serve_temperature,max_serve_temperature,fun_facts,aromas,taste,fruit,earth,body,acid,tannins,alcohol,sweetness,classic_pairings,label_image,bottle_image,vineyard,appearance,region,farming,lifestyle_image,profile,tasting_tip,appearance_description,region_description
22,Peltier,2014,"Peltier Station was a little California train depot that, during Prohibition, satisfied local demand for homemade wines. Third-generation grape growers Rodney and Gayla Schatz decided to name their vineyard after the station to honor its role in keeping the local wine industry alive. But they felt a name was just a small gesture, so they also implemented a system of sustainable farming practices that improves the health and soil nutrition of the land.",13.8,Stainless steel (no oak),San Joaquin silt loam,,,"Vermentino, known as Rolle in France, is a popular Italian grape. It grows exceptionally well in California, but isn’t widely planted beyond the Mediterranean—yet.",,"",,,3,8,0,,0,"The tropical-fruit aromas and flavors of this wine complement cuisines with powerful aromas of their own—especially Asian and Indian fare. The wine’s brightness also cuts rich, cheesy dishes",,https://d1zo0hr4fmj52a.cloudfront.net/wine/22/bottle_images/peltier.png,Peltier Vineyard,White,"Lodi, California",Certified Sustainable,https://d1zo0hr4fmj52a.cloudfront.net/wine/22/lifestyle_images/7891-my-ba-peltier.jpg,"Peltier Vermentino is fruitier than a typical Italian Vermentino, which is light and citrusy. Because this one comes from a warm climate, the grapes develop more tropical-fruit flavors.","Vermentino belongs to a group of white wines with especially powerful aromas. Others are Riesling, Gewürztraminer, Viognier and Torrontés.",Pale yellow with golden edges,"Lodi is a warm, dry region where just about every grape variety, red or white, grows well. Winemaking immigrants from Europe  gured this out around 1850. Italian settlers were especially successful with their native varieties, Vermentino being one of them."
45,Airfield Estates,2015,"The Miller family has farmed its 860-acre property in Washington's Yakima Valley for four generations. According to the Miller family story, their patriarch, H. Lloyd, convinced FDR to authorize the irrigation of Yakima's agricultural land as part of the New Deal. In 1968, two years after H. Lloyd's son, Don, visited Napa to research viticulture, the Millers began to grow grapes—a full decade before the Washington wine industry began to attract international attention. (Up to that time, the Millers' property had been best known for having been used by the military for training World War II pilots; today, the farm operates from two of the old hangars.) They planted many of their vines on their original roots—a risky technique, as wine-grape vines are typically grafted onto roots resistant to pests. Nevertheless, many of those vines thrived and today still produce some of the Millers' highest-quality grapes. H. Lloyd's grandson, Mike, expanded the farm to become a trusted supplier of grapes to several Washington wineries, while his son, Marcus, crafts the Millers' own Airfield Estates wines—including this exclusive collaboration with Blue Apron.",13.4,Stainless steel (no oak),Warden silt loam,,,"Grapevines are usually grafted onto roots resistant to phylloxera, an insect that eats the roots. Grafted vines, however, live only for a few decades.",,"",,,5,6,0,,0,"Because this Chardonnay has subtle fruit characters accented by notes of ginger and white pepper, all carried by bright, palate-refreshing acidity, pair it with lighter fare such as milder-flavored seafood dishes, spring vegetables and poultry. ",,https://d1zo0hr4fmj52a.cloudfront.net/wine/45/bottle_images/1480971245-53-0876/airfield-bottle.png,Airfield Estates,White,"Yakima Valley, Washington",Conventional,,"Chardonnay is a very subtle grape that, left to express itself naturally, shows ample sophistication—which is too often obscured by the flavor imparted from fermenting and aging the wine in oak barrels, as well as other common winemaking practices. This Chardonnay, made solely from estate-grown grapes pressed as whole clusters for gentle extraction of the highest-quality juice, was fermented and aged entirely in stainless-steel tanks (no oak barrels). This was done to preserve the wine's orchard-fruit flavors and hints of spice, and to wrap them in a soft texture—achieved by leaving the wine in contact with the spent yeast cells at the bottom of the tank for four months. The wine did not undergo a common process called malolactic fermentation in order to maintain its bright, mouthwatering acidity.","Chardonnay tastes buttery from oak aging, a process called malolactic fermentation, or both. This wine saw neither, leaving it crisp and refreshing.",Pale yellow,"The Millers’ property sits right at the heart of the Yakima Valley. The region contributes just under half of Washington's wine-grape supply, as the climate is suitable for nearly every variety, red or white. Yakima is essentially high desert, so it experiences a nearly 200-day-long growing season of warm days and cool nights. Because the air and soil are dry, and the winters colder than in most wine regions, the region has few problems with crop infections or pests. This allows the vines to live longer and grow deeper-reaching roots—all of which results in greater concentration of flavor in the grapes."
104,Vandenberg,2014,"About 150 years ago, a Dutch merchant ship sank off the coast of Australia. Among the few survivors to swim ashore was Ari Vandenberg, who decided to put down roots—and plant grapevines—in his new homeland. Ari’s great-grandson, Richie, helms the vineyard and winery operations today, producing powerful yet versatile wines with fierce determination. It’s a quality he picked up in his decade playing in the Australian Football League before he joined the family business.",14.1,100% French oak,Various,,,"Shiraz in Australia is often made as a red sparkling wine by adding yeast to the wine before bottling, so it carbonates naturally—just like Champagne.",,"",,,9,3,7,,0,"Meaty, cheesy or spicy, hearty foods heart Shiraz. The fruit flavors in the glass complement the  avors on the plate, and the wine’s tannins prime your palate for your next bite of food.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/104/bottle_images/vanderberg-oct-sillo.png,Various,Red,"Heathcote, Australia",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/104/lifestyle_images/10618-my-ba-oct-2016-vandenberg_x1c_crop.jpg,"Vandenberg Shiraz is everything you expect from Australia: a full-flavored, rich red with robust tannins. True to high-quality Shiraz, the wine is big on flavor, but isn’t jammy.","Notice that the wine doesn’t tickle the tip of your tongue? That’s because it’s not sugary, a sign of a lower-quality Aussie Shiraz.",Dark purple,"Heathcote is perhaps the most prestigious Shiraz-growing area of Australia. It’s a high- elevation spot with a consistently warm climate, so the grapes develop full, lush flavors. What differentiates Heathcote is that its Shirazes have a full body without being sweet, so they tend to pair well with a wider range of foods."
55,Benziger Family Winery,2015,"The Benziger family began growing grapes more than 35 years ago. They realized early on that better-tasting wine required better farming practices. Among the first California grape growers to abandon agrochemicals, today the Benzigers set the paradigm for environmentally friendly vineyard management. The superb-quality wines realized from their efforts—such as this crisp, citrusy white made with Blue Apron—landed Benziger on the cover of Wine Spectator.",13.5,Stainless steel (no oak),Various,,,"Between the vines, Benziger grows crops that attract certain insects and birds. They eat organisms that would otherwise harm the vines and grapes.",,"",,,3,8,0,,8,"This wine’s zesty citrus flavors make it a natural complement for any dish with lemon or lime in the ingredients. Plus, its brightness helps cheesy dishes taste creamier. ",,https://d1zo0hr4fmj52a.cloudfront.net/wine/55/bottle_images/BZ_13_SB_Baby_2.png,Various,White,"North Coast, California",Certified sustainable,https://d1zo0hr4fmj52a.cloudfront.net/wine/55/lifestyle_images/wine-benziger-new.jpg,"Benziger Sauvignon Blanc is a light, fresh wine with citrus and melon flavors, accented by a hint of lemongrass. Refreshing and zesty, the wine has just a hint of sweetness.",Note that this wine doesn’t smell like grapefruit. Sauvignon Blancs that do likely contain greater amounts of compounds called thiols.,Pale straw,"California’s North Coast comprises six counties north of San Francisco. This wine is made from grapes grown in several vineyards, mostly in Sonoma and Mendocino counties. The chilly air from the Pacific Ocean slows the grapes’ ripening to give the wine its mouthwatering freshness. Only vineyards meeting Benziger’s strict farming standards contributed grapes to this wine."
23,Somerbosch,2015,"Pinotage is a red grape beloved in South Africa, where it was invented almost a century ago when Pinot Noir was crossed with Cinsaut (also called Hermitage). The grape is easy to grow, and can be used to make reds that are big and rich or light and bright. At family-run Somerbosch, owned by third-generation farming brothers Marius and Japie Roux, they aim for a middle ground—a Pinotage that’s both savory and fruity for maximum food-pairing possibilities.",14.4,100% French oak,Various,,,"In 1925 Abraham Perold, Stellenbosch University’s  first viticulture professor, crossed Pinot Noir with Cinsaut to create Pinotage. Commercial plantings began 20 years later.",,"",,,8,6,7,,0,"With full body and bold  flavors, Pinotage has enough sass to stand up to spicy fare, and a fruitiness that partners with the richness of meat dishes",,https://d1zo0hr4fmj52a.cloudfront.net/wine/23/bottle_images/somerbosch.png,Die Fonteine Farm,Red,"Stellenbosch, South Africa",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/23/lifestyle_images/8161-my-ba-somerbosch.jpg,Somerbosch Pinotage is a gold-standard South African red—it perfectly balances bright fruit  flavors with savory notes. Many Pinotages tilt too far toward either fruity or savory.,"Extended maceration—allowing the grape skins, pulp and seeds to steep after fermentation—helped enhance this wine’s fruity aromas.",Dark ruby with magenta edges,"Stellenbosch, east of Cape Town, is South Africa’s most prestigious wine region. Die Fonteine farm, in the shadow of Helderberg Mountain, sees warm summers tempered by cool breezes off  the Atlantic Ocean that slow ripening and preserve the grapes’ zestiness—a refreshing character you don’t typically  find in Pinotage."
20,Hilliard Bruce,2013,"Husband and wife John Hilliard and Christine Bruce have two aces in the hole for making incredible Santa Barbara Pinot Noir: Their sustainable farming practices produce the best possible soil health, and their winemaker is Greg Brewer. He’s earned dozens of 90-plus scores over the years, including the No. 8 spot on Wine Spectator’s Top 100 of 2014 for his Brewer-Clifton Pinot Noir. This Hilliard Bruce Pinot earned a rating of 92 from Robert Parker, the world’s most esteemed wine critic.",14.4,"100% French oak, 18 months",Sand and silt,,,"Not all oak barrels are alike. French oak tends to impart wines with subtle spicy notes, while American oak lends wines a distinct vanilla character.",,"",,,8,6,8,,0,Pinot loves pork and salmon dishes. The wine’s freshness cuts their richness and accents their natural  avors. Pinot’s fruitiness also draws out the flavors of fall vegetables.,,https://d1zo0hr4fmj52a.cloudfront.net/wine/20/bottle_images/hilliard-bruce.png,Hilliard Bruce Vineyard,Red,"Santa Rita Hills, California",Certified Sustainable,https://d1zo0hr4fmj52a.cloudfront.net/wine/20/lifestyle_images/7806-my-ba-hilliard-bruce.jpg,"Hilliard Bruce Pinot Noir is bold and brash—classic California Pinot Noir. It has big fruit flavors and hints of spice, imparted by 18 months of French-oak aging.","Note how this wine coats your palate. Some call this weight, but the more common term is body. Higher alcohol plus bigger tannins equal fuller body.",Dark ruby with brick edges,"Hilliard Bruce Vineyard is located on the western boundary of the Sta. Rita Hills, near the Santa Ynez Mountains, in California’s Central Coast. Here, the winters are mild, the summers are chilly, and the Paci c Ocean’s cooling in uence allows for a longer growing season in which the grapes develop fuller, more complex  flavors."
19,Almez,2013,"Most winemakers in Spain’s small Yecla region let their Monastrell grapes ripen as late into the season as possible. And then there’s Daniel Gimenez Alba, who leaves the grapes hanging in the Arenales Vineyard for 15 days after they’ve reached optimum ripeness— longer than anyone else. The grapes are picked by hand only after 25 percent of the bunches have dried into raisins, which results in the darkest, richest- flavored wine in the area.",13.8,Partial French oak,Sandy gravel,,,"The Monastrell grape goes by the name Mataró in Spain’s wine regions near Barcelona, and is called Mourvèdre in France.",,"",,,8,6,7,,2,"The richer the dish, the better Monastrell matches. Its sweet-fruit jamminess is sublime alongside melted cheese or a seared steak, but also serves to tame spicy fare.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/19/bottle_images/almez.png,Arenales Vineyard,Red,"Yecla, Spain",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/19/lifestyle_images/8561-my-ba-almez.jpg,"Almez Monastrell is modern, not the traditional earthy-tasting style. The late harvest of the grapes, combined with aging the wine in French oak barrels, make this red rich and fruity.",Over-ripe grapes have concentrated sugars and flavors. Using some in the wine lends it a hint of sweetness that you can taste on the tip of your tongue.,Bright ruby with magenta edges,"Yecla, in southeastern Spain, sits at a high elevation between the central plateau and the Mediterranean. The late-ripening Monastrell grape loves the hot, dry conditions; vineyard pests avoid them. Although the Romans introduced grapes to Yecla, the region only received its officially recognized status under Spain’s classification system in 1975."
38,Blue Quail,2015,"Guinness McFadden is a California-wine pioneer, with more than four decades’ experience farming grapes organically on his massive Mendocino property—160 acres of which are under vine. The farm spans elevations at least 1,000 feet above sea level, so temperatures plummet more than 40 degrees at night. Those frigid nighttime temperatures allow the grapes to develop their flavors slowly throughout the season for harvesting at the peak of ripeness. This is critically important for this wine, created to showcase Riesling’s purest, most expressive and natural characters and flavors. ",13.4,Stainless steel (no oak),Gravelly loam,,,"Although most Riesling is consumed within a year or so of its bottling, some German Rieslings can be aged for a century—or even longer.",,"",,,4,3,0,,3,"Riesling is often misunderstood in its pairing prowess. Its minerality and orchard-fruit characters actually make it one of the best wines for pairings. It matches mildly flavored Northern European dishes, such as sausages, sauerkraut and potatoes, but also acts as the perfect foil for exotic, spicy fare.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/38/bottle_images/1480620052-44-6986/Blue-quail_riesling_bottle.png,McFadden Farm,White,"Potter Valley, Mendocino, California",Organic,https://d1zo0hr4fmj52a.cloudfront.net/wine/38/lifestyle_images/1480608111-53-7511/7964-my-ba-blue-quail_web.jpg,"Blue Quail Riesling is a crisp, medium-bodied wine with nicely integrated flavors of orchard fruits and minerals–similar to the classic German style. Yet this example is more ripe and concentrated from Potter Valley's big diurnal swing from bright, warm sunshine during the day to cold temperatures at night. This gives the wine more power, more elegance, more everything.",Minerality is an aroma or flavor similar to that of chalk or wet rocks. It can also smell like a sidewalk after a spring rain.,Pale straw,"Mendocino County, north of Sonoma, is where you find frontier winemaking: beautiful vineyards tucked in among vast, rugged, densely forested terrain. Four-wheel drive is a must to access some of the county's best vineyards, even on a mild, sunny day. The diverse landscape is divided into ten different subregions, each with distinct soils and microclimates; Potter Valley is perched among the highest-elevation grape-growing spots in the county. It feels a world away from the sophistication to the south, in Sonoma, but it's worth the extra effort to seek out Mendocino's concentrated, attention-holding wines that exude a purity of character and flavor unmatched in California.  "
142,Seigneurie de Châtillon,2015,"The tiny village of Viré-Clessé is regarded as one of Burgundy’s best areas for Chardonnay—because of wines like this. But it wasn’t always so. When monks drew up Burgundy’s appellation boundaries in the 1300s, they snubbed Viré-Clessé. The seigneurie (lord) of the Châtillon family, which owned the vineyards, ignored the slight and continued to work the vines. Roughly 650 years later, winemaker Jean-Philippe Hanchin arrived and proved the lord was right all along.",13.5,Stainless steel (no oak),Various,,,"One of Burgundy’s biggest wine producers is the Hospices de Beaune, a charity hospital. Each year the hospital auctions its wines to raise funds.",,"",,,6,6,0,,0,"White Burgundy is beloved for its versatility. It has the richness to complement anything buttery, and the freshness to draw out the flavors of fresh veggies, chicken and seafood.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/142/bottle_images/1478289989-32-5877/SDC-CH-PP.png,Various,White,"Viré-Clessé, Burgundy, France",Conventional,https://d1zo0hr4fmj52a.cloudfront.net/wine/142/lifestyle_images/1480781857-11996-4088/4400-my-ba-dec-2016-seigneurie_web.jpg,"Seigneurie de Châtillon is classic in style. Southern Burgundy Chardonnays are known to strike the right balance of fruit and mineral flavors, with a crisp finish. This fits the bill.",Burgundy whites are beloved for their minerality—a flavor of limestone or crushed stone that refreshes your palate for the next bite of food.,Pale gold,"Viré-Clessé sits at Burgundy’s southern end, in a region called the Mâconnais. Since this is the warmest part, the grapes develop fuller fruit flavors on top of Burgundy’s signature crushed- stone, or mineral, note. Although Burgundy’s boundaries were de ned in the 1300s, Viré-Clessé only became an officially recognized wine region in 1998."
151,Uvaggio,2014,"",14.0,"","",,,"",,"",,,,,,,,"",,,,Red,"","",,"","","",""
10,Rancho la Viña Vineyard,2014,"Winemakers Anna Clifford and Kip Lorenzetti are both native Californians. While Anna has worked at or visited wineries all over the world, Kip’s winemaking resume lists the Golden State’s top producers. The two pooled their experience on this wine, using grapes from a sunny, high-elevation vineyard. The result: a delicious red that’s Old World nuance (Anna) and New World fruitiness (Kip). Want a Pinot with universal appeal? Two winemakers are better than one.",14.2,Neutral oak,Fine sandy loam,,,"Winemakers call Pinot Noir the heartbreak grape. If not tended to carefully in the vineyard or handled gently in the winery, all its flavors and aromas can be lost.","","",,,6,5,6,,0,"Pork loves Pinot, especially if the recipe has a fruity accent to match the wine. This one’s juicy berry flavors complement Mexican flavors, and its earthy note enhances roasted veggies",,https://d1zo0hr4fmj52a.cloudfront.net/wine/10/bottle_images/rancho-la-vina.png,Rancho La Viña Vineyard,Red,"Santa Rita Hills, California",Conventional,,"Rancho La Viña Pinot Noir is the best of both worlds. It’s full of fruit flavors, expected in Santa Barbara, yet it has a savory, floral complexity that hints at Burgundy’s style.",Take a moment to sniff for this Pinot Noir’s floral aroma. It’s what helps bridge the fruit  flavors of the wine and the food with which you pair it.,Light ruby red core with pink highlights on the rim,"The Sta. Rita Hills wine region is a special section of Santa Barbara County. The summer growing season is sunny yet chilly from afternoon breezes rolling in from the Pacific. It’s the perfect climate to ripen Pinot Noir slowly and evenly—more so in the high-elevation, sun-drenched vineyard of José Baer. His family has farmed this land since the 1860s."
48,Las Canovas,2014,"This full-bodied, palate-coating red marks a return to one of our favorite high-elevation sites, the Santa Barbara Highlands Vineyard in California’s Sierra Madre Mountains. Previously, third-generation farmer Lino Bozzano grew for us the grapes that became an intensely fruity Grenache—and we couldn't wait for his second offering. The warm, dry, sunny conditions of the vineyard are ideal for ripening the thick skins of the Tempranillo grape, lending the wine robust tannins and slightly higher alcohol content. In its native Spain, Tempranillo typically grows in even hotter, drier areas, making for fuller-bodied wines that take years—even decades—of bottle aging before they're approachable. But the cool nighttime temperatures in Bozzano's vineyard allow for a slightly more restrained style of Tempranillo that reveals the grape's alluring floral and berry flavors, resulting in a red that's drinkable and pairable now.",14.1,100% French oak,Various,,,Red wines made from Tempranillo age extremely well. The López de Heredia winery in Spain often releases its Tempranillos after decades of maturing in the bottle.,,"",,,7,5,4,,0,"Because of Tempranillo's full body and deep concentration, it's always a good match for pork and especially red-meat dishes, as the wine cuts through the fat. But its signature floral note provides a nice contrast to spicy fare, as well as to tomato-based pasta dishes packed with meat, cheese or both.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/48/bottle_images/1480971759-26-7758/las-canovas-bottle.png,Santa Barbara Highlands Vineyard,Red,"Santa Barbara County, California",Certified Sustainable,,"Las Canovas Tempranillo's aging in French barrels for 18 months gives it an overt oak flavor, but it doesn't overwhelm the concentrated cherry, berry and floral characters.",Be sure to uncork this wine before you start cooking dinner. Half an hour of air exposure will help the floral aromas emerge.,Garnet,"The Santa Barbara Highlands Vineyard sits on a plateau that ranges from 2,800 to 3,200 feet above sea level. Up here, the warm sunshine and low annual rainfall force the vines to grow intensely flavored, concentrated grapes. The temperature drops considerably during the night, by as much as 50 degrees—beneficial because this slows down the ripening and preserves the grapes' acidity. This is essential in warm-climate varieties such as Tempranillo, which often reach sugar ripeness before acidity can develop—critical for producing great-tasting wine."
47,Rock Point,2013,"When most people think of Oregon wine, Pinot Noir immediately comes to mind. But Oregon is no one-trick pony, and Cabernet Sauvignon shines near the southern border with California. It doesn't hurt to have some California talent and experience on board, either. Rob Wallace, a fourth-generation California farmer, has managed the vineyard for Rock Point for 15 years, following a long career growing everything from wheat to tomatoes in his native state. (Appropriately, the Rogue Valley was considered viable only for orchard fruits and walnuts until about the '80s, when some enterprising, experienced farmers figured out their skills and land could support vines.) In the late '90s, the Traynham family from California purchased land, restored their property’s Rock Point Hotel (one of Oregon's oldest structures) and converted a large peach orchard to grapes. It won't take more than a sip to realize this was a smart move—and that Cabernet—with a little California thinking—could become Oregon's next great grape.",13.3,French and American oak,"Sand, silt and loam",,,"Because the Rogue Valley is so close to the California border, many of the growers sell their grapes to wineries on both sides of the state line.",,"",,,8,5,5,,0,"While this wine is unlike most you've tasted previously, it's still a Cabernet at its core, so pair it with bold-flavored dishes such as red meats and burgers. The wine also has the body and flavor to pair with spicy fare, particularly barbecue.",,https://d1zo0hr4fmj52a.cloudfront.net/wine/47/bottle_images/1480971685-44-7982/rock_point-bottle.png,Del Rio Vineyard,Red,"Rogue Valley, Oregon",Conventional,,"Rock Point Cabernet Sauvignon is probably unlike any Cab you've come across—neither Old or New World in style. The conditions of the unique region result in a wine with a much greater emphasis on savory characters such as black truffle and smoke. There's a distinct cherry flavor, but it plays more of a supporting role. Aging the wine for 18 months in French and American oak smoothed out the tannins, but this is still a full-bodied, concentrated red that may taste a little unusual for a Cabernet but is no less enjoyable.","Pour this wine into glasses before you start cooking dinner, and let it sit. The air will help the savory and fruit flavors reveal themselves.",Dark ruby with purple edges,"The Rogue Valley is a small, dry, high-elevation region in Oregon's southwest corner, not far from the border with California. There are only 20 wineries here, but the region has several different microclimates within three separate valleys inside the appellation—so many different red and white varieties grow well here. Because the climate is warm, sunny and dry, the vines produce small, thick-skinned berries with concentrated flavors."
